text,file_name,contextual_chunk
"Colin Bailey was appointed as chief curator in 2000 after Munhall resigned. During the late 1990s, the Helen Clay Frick Foundation proposed moving its archives in Pittsburgh to the Frick Collection's archives, prompting an intra-family debate over whether the collections should be merged. The foundation's collection ultimately was split between the two cities in 2001, and most of the objects were sent to New York City. After attendance dropped following the September 11 attacks that year, the Andrew W. Mellon Foundation provided $270,000, in part to fund extended hours on Fridays. Sachs announced in January 2003 that he would resign as the museum's director in eight months, as the board of trustees had not renewed his contract. At the time of Sachs's resignation, the museum recorded 350,000 annual visitors, 20 percent more than in 1997, but it was running at a $1 million annual deficit. Annexes to the museum were proposed in 2001, 2005, and 2008, but all of these plans were canceled because it would have required an extended closure of the museum and still would not have provided sufficient space.
The art scholar Anne L. Poulet was hired in August 2003 as the Frick's first female director, and the museum was reorganized as a tax-exempt public charity shortly after Poulet became the director. Under Poulet's tenure, she replaced lighting in several galleries and rearranged some of the pieces. She also raised $55 million for renovations; the museum's facilities had become dated, and the basement exhibition space was no longer sufficient. Because of the Frick's classification as a charity, the museum had to raise a third of its budget from donations. The Frick created programs to attract major donors and art collectors, and it began charging admission fees for concerts in 2005. During the 2000s decade, the Frick did not acquire many additional items. In contrast to larger museums, it generally hosted small, detailed exhibits, though the number of short-term exhibitions at the Frick increased during the decade. Further restorations of the museum's galleries took place through the late 2000s to attract visitors.

Poulet announced her retirement in September 2010, and Ian Wardropper was hired as the museum's director in 2011. A sculpture gallery, designed by Davis Brody Bond, opened at the Frick House in December 2011, becoming the first new gallery at the museum in three decades. Bailey resigned as the chief curator in 2013, and Xavier F. Salomon was hired as the chief curator the same year. During the 2010s, the Frick began raising $290 million for its renovation. The collection had reached more than 1,100 works by the mid-2010s. In addition, the museum was hosting an average of five temporary exhibits per year. The Frick House's facilities were not adequate for the museum's modern needs. For example, paintings had to be carried into the museum through the house's front door, and portraits had to be placed in storage whenever the Frick hosted a visiting show. The concerts at the museum sometimes sold out as well.
In 2014, the museum announced plans for a six-story annex on 70th Street designed by Davis Brody Bond. Russell Page's garden on 70th Street would have been demolished to make way for the annex; this prompted opposition from residents and preservationists, and the Frick announced in June 2015 that it would draw up new designs. To attract younger visitors, the museum began hosting free events in the mid-2010s, such as First Fridays. The Frick hired Annabelle Selldorf to design a revised expansion plan for the museum, which was announced in April 2018; the LPC approved Selldorf's plans that June. The Frick then sought to relocate to the Solomon R. Guggenheim Museum temporarily, but the Guggenheim was available for only four months. By September 2018, the Frick was negotiating to take over the Whitney Museum's space at 945 Madison Avenue; the Frick finalized a two-year lease for that building in 2020.",Frick Collection,"The Frick Collection underwent significant changes under the leadership of Anne L. Poulet, including reorganization, fundraising, and expansion, while also facing challenges such as limited space and opposition to annex plans."
"The Frick closed in mid-March 2020 due to the COVID-19 pandemic in New York City; the opening of the temporary location was delayed due to the pandemic. The museum's collection was moved to 945 Madison Avenue, which reopened as the Frick Madison in March 2021. The Frick Madison housed the museum's old masters collection, including 104 paintings, along with sculptures, vases, and clocks. Most of the 1,500-piece collection of artwork was placed in storage at 945 Madison Avenue, and about 300 works were placed on display. At the Frick Madison, the artwork was exhibited against stark dark gray walls, in contrast to the Frick House's ornate decoration; the paintings were also grouped according to their age and region of origin. The Frick Madison also included a café.
The museum had raised $242 million for its capital campaign by the end of 2023. Wardropper announced in January 2024 that he would resign the following year, after the Frick House's renovation was complete. The Frick Madison closed on March 3, 2024. The Henry Clay Frick House and Frick Art Research Library were originally expected to reopen in late 2024, but this was later pushed back to early 2025. In September 2024, the Frick appointed Axel Rüger, the head of the Royal Academy of Arts in London, as the museum's director beginning in 2025.",Frick Collection,"The Frick Madison opened in March 2021 and housed the museum's collection, including 104 paintings, sculptures, vases, and clocks, until it closed in March 2024."
"Some of the earliest works in Frick's collection were portraits of his family, created for his Pittsburgh residence. At the beginning of the 20th century, Frick bought works such as Rembrandt's Portrait of a Young Artist (possibly the first Old Master painting in the collection), Jean-Baptiste-Camille Corot's Ville d'Avray, Constant Troyon's A Pasture in Normandy, and Vermeer's Girl Interrupted at Her Music. From 1905 to 1915, Frick also acquired paintings such as Hals's Portrait of a Woman, Velázquez's Portrait of Philip IV in Fraga, Rembrandt's A Dutch Merchant, and Rembrandt's The Polish Rider.
After Frick had finished his own mansion, he brought over several paintings of his firstborn daughter Martha, who had died in her childhood. He also obtained 14 Fragonard panels from the collection of J. P. Morgan and moved the panels to his house's drawing room. At the time of the house's completion, he owned paintings by such artists as El Greco, Goya, Hals, Rembrandt, Romney, Titian, Anthony van Dyck, and Velázquez.  In the late 1910s, Frick acquired additional pieces from outside the Morgan collection, such as Hans Holbein's portrait of Thomas Cromwell, Rubens's Portrait of the Marquis Ambrose de Spinola, Rembrandt's An Old Woman Reflecting Over the Lecture, and Gainsborough's Mall between 1915 and 1916 alone. He also bought four Boucher panels, although he turned down the opportunity to buy additional panels. From 1917 through 1919, Frick obtained several pieces of Boucher tapestry furniture, Van Dyck's Countess of Clanbrazil, Hals's Portrait of a Man, Vermeer's Mistress and Maid, and a Gilbert Stuart portrait of George Washington.",Frick Collection,"Frick's collection expanded significantly over the years, acquiring works by various Old Masters and other notable artists."
"In the half-century after Frick died, thirty objects were added to the original collection. After Frick's death but before the opening of the current museum, the Frick estate's trustees bought the Portrait of Comtesse d'Haussonville by Jean-Auguste-Dominique Ingres, as well as a painting by Duccio and the Coronation of the Virgin by Paolo Veneziano. The Giuseppe Bastiani painting Adoration of Magi was acquired in 1935. Works by Cimabue, Duccio, della Francesca, and Filippo Lippi entered the museum's collection for the first time between 1924 and 1950. Shortly after the museum opened, it acquired items such as a Renaissance-era panel by della Francesca, a portrait that Boucher painted of his wife, Jacques-Louis David's painting of a French noblewoman, Monet's Vétheuil in Winter, and a Paul Cézanne landscape.  This was followed in the 1950s by three Italian Renaissance paintings, David's portrait of Antonio Bartolomeo Bruni, and Jan van Eyck's Virgin and Child, with Saints and Donor. The collection had only one 17th-century French work until the 1960s, when the museum obtained Claude Lorrain's painting of the Sermon on the Mount; the museum also obtained della Francesca's Crucifixion during that decade.
The Frick did not acquire anything between c. 1968 and 1991, when the museum obtained its first Jean-Antoine Watteau painting, Portal of Valenciennes. The museum's other acquisitions in the 1990s and 2000s included one of Corot's oil sketches, two of Jean-Baptiste Greuze's portraits, and Gabriel de Saint-Aubin's The Private Academy. After former director Ryskamp died in 2010, he bequeathed some of his collection to the Frick. The museum's other acquisitions in the 2010s included a self-portrait by Bartolomé Esteban Murillo that had been owned by Henry Clay Frick's grandson. In 2023, the Frick obtained Giovanni Battista Moroni's painting Portrait of a Lady, the first Renaissance-era portrait of a woman in the collection.",Frick Collection,"The Frick Collection expanded its collection over five decades through various acquisitions, including works by renowned artists like Ingres, Duccio, and Cimabue, and gained significant holdings in the 1950s and 1960s."
"The modern-day museum's collection includes numerous works of sculpture and porcelain, in addition to 18th-century French furniture, Limoges enamel, and Oriental rugs. The objects in the collection include 18th-century tapestries that belonged to Louis XV and Louis XVI of France.
Frick had acquired some objects from the J. P. Morgan estate specifically to complement the visual art in his collection. Some of these acquisitions included 18th-century French sculptures and furniture, a hawthorn beaker, and Chinese porcelains. In one case, Frick paid $1.5 million for some of Morgan's 44 enamels and 225 bronzes. He also acquired 40 Limoges enamels from Morgan's collection in 1919, one of the last things he would personally purchase. Outside of the Morgan collection, Frick also bought the bronzes Bust of a Jurist by Danese Cattaneo, Antonio Galli by Federico Brandani, and Duke of Alba by Jacques Jonghelinck. Although Frick had planned a sculpture gallery to his home in the late 1910s, the lack of other statuary caused him to cancel the plan. Duveen displayed numerous marble busts in the Frick House while Frick decided whether to buy them.
A bust of Henry Clay Frick by Malvina Hoffman was gifted to the museum when it opened in 1935. Other acquisitions of sculpture in the mid-20th century included a Diana bust by Jean-Antoine Houdon, a 15th-century bronze figure of an angel,  and a pair of 15th-century Italian marble busts.  In the 1990s and 2000s, the Frick received Winthrop Edey's collection of timekeeping pieces, a 19th-century terracotta bust by Joseph Chinard, a marble bust by Houdon; a bust by Massimiliano Soldani Benzi, and a clock. Acquisitions since the 2010s have included 131 Meissen porcelains, as well as 28 objects from collector Alexis Gregory (including rare clocks and enamels).",Frick Collection,"The Frick Collection's extensive collection includes sculptures, porcelain, furniture, and other decorative arts from various historical periods, reflecting its diverse artistic heritage."
"Temporary exhibitions in the 1970s included an exhibit in honor of the museum's late director Harry D. M. Grier, bronzes by Severo Calzetta da Ravenna, and drawings by Fragonard. Topics of temporary exhibitions during the 1980s included busts by Houdon, French clocks, terracotta sculptures by Clodion, drawings by Ingres, Henry Clay Frick's earliest acquisitions, and Old Master paintings.
Especially in the late 20th and early 21st centuries, the museum has hosted temporary exhibitions about singular artworks or artists. Among the items exhibited in the 1990s were works by French painter Nicolas Lancret, watercolors from the Rijksmuseum, eighteenth- and nineteenth-century drawings from the Stanford Museum, a single Claude Monet painting, drawings by German artists, and drawings by French artists. In 1999, several items in the permanent collection were taken out of storage specifically to complement an exhibition of Ingres's Portrait of Comtesse d'Haussonville.",Frick Collection,"Temporary exhibitions in the 1970s featured works by Harry D. M. Grier, Severo Calzetta da Ravenna, and Fragonard. During the 1980s, exhibitions focused on busts by Houdon, French clocks, terracotta sculptures by Clodion, drawings by Ingres, Henry Clay Frick's acquisitions, and Old Master paintings. In the late 20th and early 21st centuries, the museum hosted exhibitions about singular artworks or artists, including works by Nicolas Lancret, watercolors from the Rijksmuseum, drawings from the Stanford Museum, Claude Monet paintings, and drawings by German and French artists."
"In the early 2000s, the topics of the Frick's exhibitions included drawings in the collection of the Albertina museum, paintings from John Hay Whitney's collection, El Greco paintings, antique clocks, pieces from the Toledo Museum of Art's collection, a set of Parmigianino paintings, and three consecutive exhibits of antique bronzes. Later in the decade, the temporary exhibitions included portraits by Hans Memling, paintings by Paolo Veronese, a show of French art, the Frick's first Meissen porcelain show, pieces from the Norton Simon Museum's collection, and a single painting by Parmigianino. The Frick hosted various exhibits in honor of its 75th anniversary in 2010, including an exhibition on its own founding. Other early-2010s exhibits included works from the Dulwich Picture Gallery, works from the Courtauld Gallery, Picasso drawings, Renoir paintings, Piero della Francesca panels, and a historical overview of St. Francis in the Desert.
After some works from the Mauritshuis in The Hague were displayed at the Frick in 2013, the Frick displayed several paintings at the Mauritshuis in 2015, marking the first time that the Frick lent paintings to a European museum. During the mid- and late 2010s, the subjects of the Frick's exhibits included paintings from the Scottish National Gallery's collection, paintings from the Museo dell'Opera del Duomo in Florence, works by Andrea del Sarto, objects by Pierre Gouthière, and canvases by J. M. W. Turner. When the Frick moved to 945 Madison Avenue in the early 2020s, its exhibits included a showcase of Barkley Hendricks paintings (the museum's first exhibit of a black artist's art) and a pair of paintings by Giovanni Bellini and Giorgio da Castelfranco.",Frick Collection,The Frick's exhibitions in the early 2000s featured a variety of artworks from different museums and collections.
"The museum hosts special events, such as academic symposiums, concerts, and classes. The educational programs are led by Rika Burnham, who became head of the museum's education department in 2008. The Frick's educational programs include online visits for students at secondary schools and postsecondary institutions, as well as courses where a single piece is discussed at length. The Frick also has partnerships with local educational partnerships such as the Ghetto Film School. Docents began hosting lectures in galleries in 2010, and the museum launched a mobile app in 2014, allowing visitors to bookmark artworks in the museum's collection. After the Frick closed for renovation, museum officials launched several digital programs, including drawing classes and discussions about artwork.
Every year since 2000, the Frick hosts the Young Fellows Ball, a springtime gala for philanthropists who are largely under age 40. The museum also started hosting an  annual Garden Party in 2008; the event, which began as a members-only gathering, evolved into an annual fundraiser. In 2016, the Frick introduced First Fridays, in which patrons could visit the museum for free on the first Friday of every month. First Fridays include gallery talks and activities for visitors.
The Concerts from the Frick Collection series was launched in 1938 and has continued through the 20th and 21st centuries. Musicians who have performed at the Frick Collection have included Ian Bostridge, Matthias Goerne, Guarneri String Quartet, Wanda Landowska, Gregor Piatigorsky, Artur Schnabel, and Kiri Te Kanawa. The concerts were broadcast on radio starting in 1939, first on the Municipal Broadcasting System, then on American Public Radio and WNYC. Although visitors originally could listen to the concerts free of charge (even after the museum started charging an admission fee), a separate admission charge for concerts was instituted in 2005. Prior to the 2020s renovation, the concerts were hosted in the Frick House's music room.",Frick Collection,"The Frick Collection offers various educational programs, concerts, and special events, including academic symposiums, classes, and lectures, as well as galas and fundraisers."
"The collection is detailed in books such as Masterpieces of the Frick Collection, first published in 1970, and Art in the Frick Collection, first published in 1996. The history of the collection was also detailed in Henry Clay Frick: An Intimate Portrait, a biography of Frick written by his great-granddaughter Martha Frick Symington Sanger in 1998. Sanger's subsequent book The Henry Clay Frick House: Architecture-Interiors—Landscapes in the Golden Era, published in 2001, described the Frick House and its collection in detail. In 2011, the Frick and the BNP Paribas Foundation published a guidebook on the collection, its history, and the Frick House. The Frick launched its Diptych series in 2017; the series consists of short books with essays that relate to paintings from the museum's collection.",Frick Collection,"The Frick Collection has been extensively documented through various publications, including biographies, guidebooks, and series of essays related to its art collection and history."
"The museum is ordinarily located at the Henry Clay Frick House at 1 East 70th Street, which is part of Fifth Avenue's Museum Mile. The house spans an entire blockfront on Fifth Avenue between 70th and 71st Streets. The original structure from 1914 was designed by Thomas Hastings in the Beaux-Arts style. The same style is also used for the 1970s reception wing, designed by Harry Van Dyke, John Barrington Bayley, and G. Frederick Poehler. Both structures have a facade of Indiana Limestone. The house has a lawn that is mostly closed to the public.
The interiors were designed by a variety of people. The British decorator Charles Allom furnished most of the rooms on the ground floor, while the majority of the rooms on the second and third floors were decorated by Elsie de Wolfe. Charles Carstairs and Joseph Duveen provided the original decorations for the rooms. Inside the house are the museum's galleries (adapted from the old living spaces of the mansion), as well as a courtyard with reflecting pool, the latter of which is based on a Roman atrium. Some parts of the house have been modified over the years specifically to accommodate the artwork, including a room for the Fragonard panels. In addition to the artwork and artifacts on display, there are bookcases placed throughout the Frick House's rooms, and some rooms have various other pieces of furniture such as a dining table.",Frick Collection,"The Frick House, located at 1 East 70th Street, is a historic building with a Beaux-Arts facade and a variety of interior designs, including those by Charles Allom and Elsie de Wolfe. The house houses the Frick Collection, featuring art and artifacts displayed in its galleries and courtyard."
"The Frick Collection oversees the Frick Art Research Library, which was established in 1920 and opened to researchers in June 1924. The library is housed at a 13-story building at 10 East 71st Street (next to the original mansion). Prior to the library building's opening, the basement bowling alley was used as storage space for the library's collection. The library has always been open to the public, except during World War II, when it was closed for six months, and during the COVID-19 pandemic and 2020 renovation, when it was shuttered while being moved to the Frick Madison. The library is typically open free of charge to ""any adult with a serious interest in art"". In the late 20th century, the library served 6,000 people a year on average, most of whom made advance reservations or requests.
Helen Frick acted as director for six decades, during which time its collection expanded to include 50,000 sales catalogs, 400,000 photographs, and 150,000 books. By the 1990s, the library had an estimated 235,000 volumes, which grew to 280,000 by the late 2000s. The collections of the library focus on art of the Western tradition from the fourth century to the mid-twentieth century, and chiefly include information about paintings, drawings, sculpture, prints, and illuminated manuscripts. Archival materials supplement its research collections. The Frick Art Research Library Photoarchive contains over a million photocopies of artwork, including objects that are not in the museum's collection.
The Frick has been part of the New York Art Resources Consortium (NYARC), which also includes the Museum of Modern Art and Brooklyn Museum, since 2007. NYARC operates Arcade, an online catalog that combines the collections of the three museums' libraries. The Center for the History of Collecting, also founded in 2007, is also part of the library. The Frick is a member of the International Consortium of Photo Archives (PHAROS), which operates a database of digitized artworks from the collections of 14 art museums.",Frick Collection,"The Frick Art Research Library, established in 1920, is a comprehensive resource for art research, housing over 280,000 volumes and focusing on Western art from the fourth century to the mid-twentieth century."
"After the museum opened in 1935, it accommodated 5,000 visitors in its first week and 100,000 visitors in six months; at its peak, the museum saw 1,600 visitors in one day. At the end of 1936, the museum had seen 136,000 visitors, an average of 460 per day. In the 1970s, the museum recorded between 800 and 1,500 daily visitors. The number of annual visitors averaged 250,000 by the late 1990s, and annual attendance had increased to 350,000 by the early 2000s. The Frick Collection had a typical annual attendance of up to 300,000 in the 2010s, although it recorded 420,000 visitors in 2013 due to a particularly popular exhibit there. Shows in the 2010s attracted upwards of 4,000 daily visitors.
The Frick was originally free to enter but has charged an admission fee since 1976. The museum offers pay-as-you-wish hours one day of the week, in addition to free admission on First Fridays. Free admission is also provided to members of the Frick; students and staff of certain universities in New York City; certain demographic groups such as youth, senior citizens, and people with disabilities; and other groups such as military personnel. Frick Collection members receive several membership benefits, including a queue jump for exhibits. As part of the Culture Pass program, persons with cards from New York City's public libraries could also visit the museum for free with a Culture Pass, albeit with restrictions on the number of passes distributed. Until 2019, the Frick also sold the Connoisseur Pass, which also provided admission to the Morgan Library & Museum and Neue Galerie New York.
Children under the age of 10 are not allowed inside the museum; this restriction, intended to protect the paintings, has existed ever since the museum opened in 1935. As part of the same restriction, youths between 10 and 15 years old are allowed to enter only if there is an adult with them. The museum provides guided tours to small groups and school classes. Starting in the late 1990s, the museum provided complimentary audio guides to visitors; it later added the Bloomberg Connects smartphone app. The guides are offered in several languages and consist of handsets that provide information about the artworks and the subjects of each painting. The Frick also launched its website in the late 1990s; the website has been updated several times since then.",Frick Collection,"The Frick Collection, a museum in New York City, has seen fluctuations in visitor numbers over the years, with a peak of 1,600 visitors per day in its peak period in 1936. Admission fees were initially free but have since been charged since 1976. The museum offers various admission options, including pay-as-you-wish hours and a Culture Pass program."
"Frick's will established a $15 million endowment fund for what would become the Frick Collection museum. At the Frick Collection Inc.'s 50th anniversary in 1970, the museum's endowment had grown to $40 million, and it received more than $1 million a year in income. By 1997, the Frick Collection had an operating budget of $10 million and an endowment of $170 million; this increased in the mid-2000s to a budget of $18.8 million and an endowment of $200 million. As of 2015, the museum had an endowment of $315 million.",Frick Collection,"The Frick Collection's endowment grew significantly over the years, reaching $315 million by 2015."
"In 1912, before the collection had become a museum, Town & Country magazine wrote that Frick owned ""one of the greatest private collections of paintings in the world"". Art World magazine said in 1917 that the Frick House contained ""one of the most remarkable assemblies of old paintings in the United States belonging to a private collector"", rivaling the collection of the former Lenox Library on the same site. When the Frick Collection opened to the public in 1935, a critic for The New York Times wrote that the museum's ""informality in the distribution of works of art has even its amusing overtones"", while another commentator in The Christian Science Monitor regarded the collection as having ""long been recognized as one of the world's treasuries of art"". One of the few detractors was Lewis Mumford, who felt that the other objects in the house diverted visitors' attention from the visual art.
A Los Angeles Times critic wrote in 1941 that few other art collections in the U.S. ""so completely [exemplified] a great period in American art collecting"".  The New York Times wrote in 1969 that the Frick was one of the world's best ""residence-museums"" along with the Isabella Stewart Gardner Museum and the Wallace Collection. A critic for the Christian Science Monitor said in 1971 that the collection's paintings seemed to fit the building because Frick had ""to be sure he felt at home with them"". Another critic, writing for The Post-Standard of Syracuse, New York, in 1975, praised the museum's ""tranquility and superb decorative arts coupled with masterworks"".
John Russell of the Times said in 1981 that ""The Frick is loved for its unpushy ways, for the largesse of its hospitality and for the high quality of what it has to show."" In a review for the Christian Science Monitor the same year, Madeline Lee wrote that the museum was special because of its courtyard and reflecting pool; another reviewer for the same newspaper said ""The Frick is the only museum I know whose collection consists almost exclusively of great or nearly great art."" GQ magazine said that ""the most renowned—and probably best—combined house and art collection of a so-called 'robber baron' is that of Henry Clay Frick"". Bryan Miller of the Times wrote in 1987 that there were ""artistic gems in every room"", and Grace Glueck of the same paper called it ""the enclave of masterpieces"". A Los Angeles Times critic in 1990 said the Frick Collection ""represents the aristocratic aspirations of turn-of-the-century robber barons"". Another New York Times critic called the museum ""as frumpy and elegant as a dowager queen"", describing the quality of its collection and the Frick House. A Globe and Mail reviewer said the museum was extremely peaceful and was ""a more comfortable museum than most"" because it used to serve as a residence.",Frick Collection,"The Frick Collection is a renowned private art museum in New York City, known for its exceptional collection of paintings and decorative arts, located in the historic Frick mansion."
"A 2000 poll by Travel Holiday magazine ranked the Frick Collection as the third-best art museum in the U.S. Upon the museum's 75th anniversary in 2010, a Wall Street Journal critic wrote that, although the museum lacked major shows and had not undergone a high-profile renovation, it ""quietly attracts a steady stream of about 300,000 visitors each year who come to see one of the most extraordinary assemblages of fine and decorative arts in the world"". A reviewer for the Condé Nast Traveler wrote that the museum was ""exactly the right scale, everything in the collection is worth seeing, and can be viewed in an hour or less"", while a New Yorker writer said that ""you feel more than welcomed—you feel invited, like a family friend"" at the Frick House. A critic for the Daily Telegraph wrote in 2014 that the Frick was ""the best small museum in New York, perfect if you don't fancy dealing with a crush of people at MoMA or the Met"".
When the museum was temporarily relocated to 945 Madison Avenue, one critic wrote that the temporary building was ""an exercise in contrasts"" with the Frick House's decorations and that ""the vibe here is serious and meditative"". Another critic wrote for Vogue that the Frick Madison was a ""shock to the senses in every way"" but that ""the collection comes directly to the fore"" amid that building's bare walls. Writers for the Financial Times and the Wall Street Journal similarly said that the spartan setting helped highlight the collection itself.",Frick Collection,"The Frick Collection is a renowned art museum known for its exceptional collection of fine and decorative arts, attracting millions of visitors annually."
"The ToonSeum moved to its own gallery space on Liberty Avenue in Pittsburgh's downtown Cultural District on November 8, 2009, aided by the Pittsburgh Cultural Trust. It was led by Joe Wos.
In 2009, the ToonSeum established its NEMO Award, given to notable individuals ""for excellence in the cartoon arts"". Recipients to date include veteran comic-book artist Ron Frenz, editorial and comic-strip artist Dick Locher, and comics artist, editorial cartoonist and artists' rights advocate Jerry Robinson.
In May 2013, the ToonSeum hosted the two-day North American Conference of the National Cartoonists Society. During that same month, plans for expansion of the museum were announced.
On February 16, 2018, the leadership of the ToonSeum announced via the organization's Facebook page that it would close the physical location on Liberty avenue February 24, 2018 to focus on direct community outreach.",ToonSeum,"The ToonSeum, a museum dedicated to cartoon art, closed its physical location on Liberty Avenue in Pittsburgh due to focus on community outreach."
"The main structure of Salk Hall is the former city owned Pittsburgh Municipal Hospital for Contagious Diseases constructed in 1941 on land the university had given to the city.  It was designed by Richard Irving and Theodore Eicholz. The hospital was built as a project by President Roosevelt's Public Works Administration. The 225-bed hospital was originally part of the Medical Center associated with the University and was intended to be used primarily to treat communicable diseases. However, when antibiotics virtually eliminated the need to quarantine patients, the building had become a financial burden on the city.  Therefore, in September 1949, work began on remodeling the building, and it temporarily housed Pitt's School of Public Health. In October 1957, the Municipal Hospital was formally acquired from the city for $1.3 million ($14.1 million today) and renamed Jonas Salk Hall.  For a time, the upper floors of the building served as a residence for students.  Pitt remodeled it to house the School of Dental Medicine and School of Pharmacy in 1961-1962.",Elmer H. Grimm Sr. Pharmacy Museum,"The document describes the history and transformation of Salk Hall, a former hospital on the University of Pittsburgh campus, including its construction, use as a public health facility, and subsequent changes in its purpose and use."
"The Salk Hall Annex, a major renovation and three-story addition designed by the architectural firm Deeter, Ritchey, and Sippel for the Dental School, was completed the Terrace Street side of the building in 1967 for a cost of over $5 million ($48.3 million today).  Today, it serves as a main entrance for Salk Hall and the dental clinics.
A new $50.6 million ($71 million today) addition and renovation to Salk Hall was announced in January 2010. It will include the construction of an 80,000-square-foot (7,400 m2) research tower in the parking area behind the existing building by Ballinger Architects with associates DRS Architects. The new tower is planned to house laboratories and support spaces relocated from their current home in Salk Hall in order to free up space for additional classrooms and offices in the original structure. The target completion date is July, 2014.",Elmer H. Grimm Sr. Pharmacy Museum,"The Salk Hall Annex was completed in 1967 and serves as a main entrance for Salk Hall and dental clinics. A new $50.6 million addition and renovation to Salk Hall is planned, including a 80,000-square-foot research tower."
"A dental museum is housed in the first floor reception area of Salk Hall. The museum contains a variety of original dental artifacts, including a c. 1910 dental chair, and x-ray machine and instrument cabinet from the 1920s.",Elmer H. Grimm Sr. Pharmacy Museum,A dental museum in Salk Hall features artifacts from the early 20th century.
"Also contained in Salk Hall is the Elmer H. Grimm Sr. Pharmacy Museum, which opened in the fall of 1996.  Located on the fourth floor, the museum holds pharmacy memorabilia such as drug products, equipment, and sundry products dating back to the early 20th century.  Among the museum's possessions are two hand-carved finials, which were often found over the door or partitions that separated the main part of the pharmacy from the back room where pharmacists did most of their work, an old-fashioned powder mill, and a konseal machine.",Elmer H. Grimm Sr. Pharmacy Museum,"The Elmer H. Grimm Sr. Pharmacy Museum, located in Salk Hall, features pharmacy memorabilia including drug products, equipment, and historical artifacts dating back to the early 20th century."
"The Pittsburgh Cultural Trust was founded in 1984 by H. J. Heinz II with the principal aim of restoring downtown Pittsburgh as a vibrant cultural destination. Heinz and others, including William Rea and his son, U.S. Senator John Heinz, began with Pittsburgh's first renovated former movie palace, Heinz Hall, (which was built as the former Loew's Penn Theater).

The PCT's first major project was the restoration of the former Stanley Theater. The Stanley Theater was originally designed by the firm of Hoffman & Henon and opened on February 27, 1928. Under the PCT's management, this theater underwent a $43 million restoration and reopened in 1987 as the 2,800-seat Benedum Center for the Performing Arts. That year, the PCT and its partners presented an annual Broadway series in the Cultural District.
The Byham Theater was another theater venue restoration project. Built in 1903 as the Gayety Theater, it included a stage and Vaudeville house, and featured stars such as Ethel Barrymore, Gertrude Lawrence, and Helen Hayes. It was renamed The Fulton during the 1930s when it became a full-time movie theater. In 1990, the PCT bought and refurbished the theater. The Byham family of Pittsburgh made a major naming gift for a 1995 renovation; it has been known as the Byham Theater since that time.
In 1992, PCT opened Wood Street Galleries, its first visual arts project. PCT purchased and refurbished a former XXX movie theater in 1995, and re-opened the 194-seat theater as the Harris Theater, which screens independent, foreign, and classic films.
In 1999, the PCT's 650-seat O'Reilly Theater opened as the permanent home of the Pittsburgh Public Theater. That same year, the 23,000-square-foot (2,100 m2) Agnes R. Katz Plaza was unveiled. The theater features a 25-foot (7.6 m) bronze fountain designed by sculptor Louise Bourgeois and the work of landscape architect Dan Kiley. Artists Robert Wilson and Richard Gluckman were also selected by the PCT to create a series of public art projects in the Cultural District.
In 2000, PCT established Shared Services, a consortium including the Pittsburgh Ballet Theatre, Pittsburgh Civic Light Opera, Pittsburgh Public Theater, Pittsburgh Opera, Pittsburgh Symphony Orchestra, and August Wilson Center for African American Culture.
Jack Heinz chose PCT's first President and CEO, Carol Brown. She managed the organization from 1986 until 2000. In 2001, J. Kevin McMahon was named President and CEO.

In 2002, the Pittsburgh Dance Council became a programming division of PCT. PCT opened Theater Square in 2003, a 330,000-square-foot (31,000 m2) complex including the 265-seat Cabaret at Theater Square, a parking garage, centralized box office, restaurant, and bar, and the Carolyn M. Byham WQED 89.3 FM remote broadcast studio. That same year, First Night Pittsburgh became a program of the PCT.
PCT presented the Quebec Festival and the inaugural Pittsburgh Festival of Firsts in 2004. It also turned an adult bookstore at 812 Liberty Avenue into SPACE, a gallery showcasing regional artists’ work, and purchased 937 Liberty Avenue to be utilized by local arts organizations as an office space and as a flexible performing and visual arts venue. 2004 was also the first year the PCT organized a quarterly Gallery Crawl in the Cultural District, a free arts open house.
In 2005, the PCT purchased the property that would become home to the James E. Rohr Building, the Trust Arts Education Center. The PCT presented the Australia Festival in 2007. The Pittsburgh International Children's Theater and Festival became a programming division of the PCT in 2008. During that same year, the PCT presented the 2nd Pittsburgh International Festival of Firsts. In 2009, Three Rivers Arts Festival became a programming division of the PCT. As of 2010, the PCT's total revenue was publicly listed as $46 million.
On April 18, 2012, the Executive Committee accepted Kenneth Milani’s resignation from the position of Chairman of the PCT's Board of Trustees. Veronica Corpuz, spokesperson for PCT at that time, informed the media that the Executive Committee had appointed attorneys Carolyn Duronio and Chuck Queenan as Milani's interim replacement until a new chairman was found. The current chairman is Richard J. Harshman.",Pittsburgh Cultural Trust,"The Pittsburgh Cultural Trust (PCT) was founded in 1984 to restore downtown Pittsburgh as a vibrant cultural destination, focusing on theater and visual arts restoration projects."
"Exhibitions held in the PCT's Wood Street Galleries feature new media artists from around the world. SPACE and 707 Penn promote local artists.
Recent Wood Street Galleries exhibitions featured work by artists Bill Vorn and Louis-Philippe Demers (2014); Alexandre Burton and Edwin van der Heide (2014); Erwin Redl (2014); Kurt Hentschläger (2013); Chang-Jin Lee (2013); and Ryoji Ikeda (2013).",Pittsburgh Cultural Trust,PCT's Wood Street Galleries hosts international and local new media artists.
