text,contextual_chunk
"{'event_name': 'Liz Q Trivia at Hop Farm Brewing', 'location': 'Hop Farm Brewing', 'description': 'Liz Q knows a thing or two about trivia: she’s a Jeopardy! champion, a money winner on Who Wants to be a Millionaire?, and defeated James Holzhauer on The Chase. Quizzing is Liz’s favorite past-time and she wants it to be yours, too – which is why she’s bringing fun, yet challenging and original trivia to Hop Farm Brewing. Enjoy Pittsburgh’s best trivia night while also enjoying a wide selection of delicious craft beers and food. The first and second place teams win a Hop Farm gift card. Teams over six players can play, but are ineligible to win prizes.\n412-726-7912'}","Liz Q will host a trivia night at Hop Farm Brewing featuring Jeopardy! champions and other trivia experts, offering a mix of beer, food, and prizes."
"{'event_name': 'Emotions Anonymous Twelve Step Meeting', 'location': 'Grandview United Presbyterian Church', 'description': 'Emotions Anonymous is a support program designed to help folks with emotional difficulties in their efforts to live more manageable lives.\nBased on the 12 steps of Alcoholics Anonymous but open to all, we use the same guidelines and fellowship to support each other as we deal with stress and out of control emotions. This is not a replacement for regular therapy but a helpful addition led by volunteers who have found the program helpful.\n4124187381', 'price': 'free'}",Emotions Anonymous is a free support program offering 12-step meetings for those dealing with emotional difficulties.
"{'event_name': 'AcoustiCafe Open Stage', 'location': 'Mr. Smalls Theatre', 'description': 'Rotating hosts.\n412-323-1919'}",AcoustiCafe Open Stage is a rotating-host event at Mr. Smalls Theatre.
"{'event_name': 'German Conversation Group', 'location': 'Mount Lebanon Public Library', 'description': '412-531-1912'}","German Conversation Group at Mount Lebanon Public Library, contact: 412-531-1912"
"{'event_name': 'Free Write Open Studio - Write Pittsburgh', 'location': None, 'description': ""Writing can be a lonely endeavor. That's why a writing community is so important. Join us for our low-key online open studio hours every Monday night from 7:30 to 9:00 p.m. ET. Drop in for as long as you like. We’ll check in every half hour or so to let you brag about your accomplishments (or cry on a sympathetic shoulder if that’s what you need).\nRegister at bit.ly/WPghStudio for the Zoom link.\nThis program is for adult writers, ages 18+."", 'price': 'Free'}",A free online writing community open studio for adult writers every Monday night from 7:30 to 9:00 p.m.
"{'event_name': 'Beginner Bachata Lessons', 'location': 'Studio 101', 'description': ""Grab your friends and join us at East Liberty's newest dance studio! Learn Bachata from Pittsburgh's JP Hernandez! No Partner Necessary, No previous dance experience required!\n412-740-7469"", 'price': '$10'}","Bachata lessons at Studio 101 in East Liberty, taught by JP Hernandez, no partner needed, free to join, $10 per person."
"{'event_name': ""You should've been here last week open mic"", 'location': ""Burning Bridges Comedy Club at Hambone's"", 'description': 'Comedy open mic. Sign ups at 8:30. Show starts at 9:00. Order of comics subject to change.\n412-848-6730', 'price': 'Free'}",A free comedy open mic event at Burning Bridges Comedy Club.
"{'event_name': ""You Should've Been Here Last Week Showcase & Open Mic"", 'location': ""Burning Bridges Comedy Club at Hambone's"", 'description': ""You Should've Been Here Last Week is a hybrid showcase and open mic where PGH's funniest, most experienced comics will mix it up with our newest hilarious hopefuls.\n412-610-2052""}",A comedy showcase and open mic event at Burning Bridges Comedy Club.
"{'event_name': 'Comedy Sauce Showcase', 'location': 'Pleasure Bar', 'description': 'Local & out-of-town comedians.\n412-682-9603'}",Comedy Sauce Showcase is a local and out-of-town comedian event at Pleasure Bar.
"{'event_name': 'Kids Eat FREE*!', 'location': 'Hofbrauhaus Pittsburgh Brewery & Restaurant', 'description': ""Join us for October's Family Night!\nKids Eat FREE* w/ the purchase of an adult entree!\nPlus, we've got CoCo The Clown for the kids with face painting and balloon art!\nDon't miss the family fun!\n*Limit one Kids Meal per child.\n4122242328"", 'price': 'Free'}",Free kids meals with adult entrees and clown entertainment at Hofbrauhaus Pittsburgh Brewery & Restaurant.
"{'event_name': 'The Musical Box', 'location': 'The Palace Theatre', 'description': '50 years ago, Genesis released Selling England by the Pound and changed Rock history.\nIt’s 1973 – PETER GABRIEL’s famous theatrics and GENESIS’ musical apex produce some of the most iconic images and sounds of the 70’s, enjoying to this day a cult following.\nTHE MUSICAL BOX, who shared the stage with PHIL COLLINS and STEVE HACKETT as performing guests and acclaimed by more than a million spectators in some of the most prestigious venues in the world such as London’s ROYAL ALBERT HALL and Paris’ OLYMPIA, will perform in Greensburg, PA this fall!\n724-836-8000', 'price': '$24.75, $39.75, $49.75, $75'}","The Musical Box, a Genesis concert featuring Peter Gabriel, Phil Collins, and Steve Hackett, will perform in Greensburg, PA this fall."
"{'event_name': 'Carnegie Mellon Opera: Transformations', 'location': 'Chosky Theatre, CMU', 'description': 'Carnegie Mellon Opera: Transformations\nConrad Susa, composer\nKarina Aviva, director\nRobert Frankenberry, conductor\nShowtimes:\nMonday, October 7, 2024 | 8:00 PM\nTuesday, October 8, 2024 | 8:00 PM\nWednesday, October 9, 2024 | 8:00 PM\nThursday, October 10, 2024 | 8:00 PM\nCost:\n$10 Regular Admission\n$5 Senior Citizen (65+) Admission\nEnter coupon code at checkout to receive free tickets\ncall box office for info 412-268-2407\n412-268-2407', 'price': '$10 / $5'}","Carnegie Mellon Opera: Transformations is an opera performance featuring Conrad Susa's composition, directed by Karina Aviva, conducted by Robert Frankenberry, with showtimes on October 7-10, 2024, priced at $10 for regular admission and $5 for senior citizens."
"{'event_name': 'Young Nature Explorers Class', 'location': 'North Park', 'description': 'Getting kids outside, exploring nature. Pre-registration required, 724-935-2170. Latodami Nature Center.\n724-935-1766'}","A class for young children to explore nature in North Park, requiring pre-registration."
"{'event_name': 'Sensory Friendly Afternoon', 'location': ""Children's Museum of Pittsburgh"", 'description': 'Individuals with Autism Spectrum Disorders and Sensory Processing Disorders can enjoy a fun, friendly experience in a comfortable and accepting environment. Announcement and exhibit sound volume will be reduced, and sound reducing headphones will be available. Regular admission rates apply.\nThis program is sponsored in part by PA Leadership Charter School.\n412-322-5058', 'price': '$14-$16'}","A sensory-friendly afternoon event at the Children's Museum of Pittsburgh, offering reduced sound volume and sound-reducing headphones for individuals with autism and sensory processing disorders."
"{'event_name': 'Open Bluegrass Jam at the Starlite Lounge', 'location': 'Starlite Lounge', 'description': 'Open bluegrass jam at the Starlite Lounge every Tuesday night.\nThe jam gets going around 7pm and goes as late as midnight. Come early and have some of the best pierogis in town!\nThis is a traditional bluegrass jam circle and all levels of acoustic stringed instrument players are welcome to join! Beginners are welcome. Children under 21 w/parent/guardian.\n412-828-9842', 'price': 'Free'}",A free bluegrass jam at the Starlite Lounge every Tuesday night.
"{'event_name': 'Walk-in Vaccine Hours', 'location': 'Western Pennsylvania Humane Society', 'description': '412- 321-4625'}",Walk-in vaccine hours at Western Pennsylvania Humane Society.
"{'event_name': 'Lunch Break Yoga', 'location': 'Crossbody Dance and Movement', 'description': 'Join us for Lunch Break Yoga at Crossbody Dance and Movement.\nDrop in rate is $12\n4122590336', 'price': '$12'}","Lunch Break Yoga event at Crossbody Dance and Movement, drop-in rate $12."
"{'event_name': 'Guided Meditation', 'location': 'Thrive on Health', 'description': 'Meditation is such a helpful practice for your overall health, but it can be slightly daunting to find the right modality that works for you. Join us for a weekly hour of mindfulness in a group setting.\nChey of Smoky Quartz Magick & Divination will lead the meditations, which will vary weekly depending on the needs of the group as well as the challenges of the time frame according to the astrological forecast.\nThey will assist by walking you through different styles, breathing techniques, mudras, and other methods to be able to craft a meditation routine that works for you.\n412-714-6620', 'price': '$5 suggested donation'}","A guided meditation session led by Chey of Smoky Quartz Magick & Divination, focusing on astrology and offering breathing techniques and mudras."
"{'event_name': 'A Soto Zen Buddhist Sitting Group', 'location': 'Church of the Redeemer', 'description': '\n412-965-9903'}",A Soto Zen Buddhist Sitting Group meeting at Church of the Redeemer.
"{'event_name': 'Weekly Chef Demonstrations and Live Music', 'location': 'Renaissance Pittsburgh Hotel', 'description': 'The hotel is featuring a cooking demonstration series called “Discover Chef Saxon”. Chef Nick Saxon, executive chef of the Pittsburgh Renaissance Hotel and Braddock’s Pittsburgh Brasserie which is located inside the historic hotel, will prepare a meal and beverage each week. His weekly demonstrations will showcase a different item featured on the restaurant’s menu, as well as a cocktail that can be ordered at the hotel’s bar. Since the bar has one of the most extensive bourbon collections in Pittsburgh, guests can be sure that cocktails featuring a variety of bourbon will be part of the weekly lineup.\n412.562.1200'}",Weekly Chef Demonstrations and Live Music at the Renaissance Pittsburgh Hotel featuring Chef Nick Saxon's cooking series and bourbon cocktails.
"{'event_name': 'Acoustic Tuesdays', 'location': 'Bigham Tavern', 'description': 'Join us Tuesdays for live acoustic music featuring local Pittsburgh musicians including Zig Daniels from The Delaneys and Bucky! Please call ahead for reservations and daily specials. #gobighamorgohome\n412-431-9313', 'price': 'Free'}",Acoustic Tuesdays is a free event at Bigham Tavern featuring live acoustic music by local Pittsburgh musicians.
"{'event_name': 'Printmaking Open Studio', 'location': 'Artists Image Resource', 'description': 'Experienced screen printers can utilize studio equipment to make films, burn screens & complete a run of posters, t-shirts or prints. A volunteer-driven environment designed for short-run projects that can be completed in one evening for a small materials fee.\n412-321-8664'}","A printmaking open studio offering screen printing services, including film making, screen burning, and poster, t-shirt, or print production, with a volunteer-led environment and a small materials fee for short-run projects."
"{'event_name': 'Aspinwall Toastmasters', 'location': 'UPMC Lighthouse Pointe', 'description': 'Communication, leadership & public speaking.\n412-760-0690'}","Toastmasters club offering communication, leadership, and public speaking skills at UPMC Lighthouse Pointe."
"{'event_name': 'Edgewood Toastmasters', 'location': 'C.C. Mellor Memorial Library', 'description': 'Communication, leadership & public speaking.\n412-512-9564'}","Edgewood Toastmasters offers communication, leadership, and public speaking training at C. C. Mellor Memorial Library."
"{'event_name': 'Sallie Boggs Toastmasters Club', 'location': 'C.C. Mellor Memorial Library', 'description': 'Helping people from all walks of life to improve their communication & leadership skills. For any questions email[email\xa0protected]or call 412-365-5803.\n412-731-0909'}",Sallie Boggs Toastmasters Club offers communication and leadership skill improvement workshops at C. C. Mellor Memorial Library.
"{'event_name': 'Geeks Who Drink Pub Quiz', 'location': ""Alida's Woodfired Cucina"", 'description': ""Not your father's Oldsmobile (or trivia).\nThink we're just trivia? Think again. Join us every Tuesday with your team (up to 6 people). Free to play, bar gift certificates and other prizes awarded.\n(412) 742-4495""}","A pub quiz event called ""Geeks Who Drink"" hosted at Alida's Woodfired Cucina, open to teams of up to 6 people, free to play, offering bar gift certificates and prizes."
"{'event_name': 'Community Yoga', 'location': 'Thrive on Health', 'description': 'Join us for $5 community yoga classes every Tuesday and Thursday at 7PM in our lower level studio!\n412-714-6620', 'price': '$5'}",$5 community yoga classes every Tuesday and Thursday at 7PM at Thrive on Health.
"{'event_name': 'Sonny’s Stuff’d Mic', 'location': 'Sonny’s Tavern', 'description': 'This variety open mic is the spot to try out something new. It’s a small room where everyone is engaged & excited to see new material, with more time allotted than most open mics (8 min for comics/poets/misc. performers & 2 songs for musicians). Message Rachel Sohl or Liz Tripoli on FB for more info. HEADS UP! This is on old skool venue, so smoking is permitted & it’s cash only. Geeked to see you there…\n4126835844', 'price': 'FREE!'}","A free variety open mic event at Sonny’s Tavern, featuring comics, poets, and musicians, with a focus on new material and cash-only."
"{'event_name': 'Steamworks Sessions', 'location': 'STEAMWORKS CREATIVE', 'description': 'Steamworks Sessions Every Tuesday Night\n7:30 pm – 10pm Hosted by Mary Lou Scherder\nFeatured Artist & Open Stage.\n4122133206'}","Steamworks Sessions is an event hosted by Mary Lou Scherder every Tuesday night from 7:30 pm to 10 pm at STEAMWORKS CREATIVE, featuring featured artists and an open stage."
"{'event_name': 'Hot Metal Blues', 'location': 'Lot 17', 'description': 'Come on out to Lot 17 in Bloomfield on Tuesday nights to learn how to Blues dance!\nWhat is Blues dancing you ask?\nDancing to Blues music is an informal, relaxed form of dance with no basic footwork focusing on the feeling and rhythms in the music.\nSchedule\nLesson: 8-9\nSocial dancing: 9-11\n412-687-8117', 'price': 'Free'}","Blues dancing lesson and social dancing on Tuesday nights at Lot 17 in Bloomfield, free."
"{'event_name': 'A Night of Jazz', 'location': 'Blend Bar with Davidoff Cigars', 'description': 'Join us this and every Tuesday for live jazz, cigar giveaways and exclusive drinks. The Blend House Band will perform from 9-12 in our luxurious lounge. Jazz and cigars are the perfect combination, all we need now is you! 21+ and no cover\n4129044764', 'price': 'No Cover'}","A Night of Jazz at Blend Bar with Davidoff Cigars, featuring live jazz music, cigar giveaways, and exclusive drinks, open to 21+ guests with no cover charge."
"{'event_name': 'Steel City Trivia Night', 'location': 'Good Time Bar & Grille', 'description': 'Tacos & Trivia! $1 Taco night, and the finest in pub trivia brought to you by Steel City Trivia! Put together a team, come on out for some delicious tacos, and try to win a Good Time Bar & Grille gift card.\n(412) 408-3238'}",Steel City Trivia Night at Good Time Bar & Grille featuring taco and trivia event.
"{'event_name': 'Sonny’s Stuff’d Mic', 'location': ""Sonny's Tavern"", 'description': 'Sonny’s Stuff’d Mic Open Stage -\nComedy, Music, Mixed Media, Art, Etc. - Sign Up at 7:30 - One Winner Each Week\n412-683-5844', 'price': 'Free'}","A comedy, music, mixed media, art open stage event at Sonny's Tavern, free to attend."
"{'event_name': 'Pete Butta', 'location': 'The Goldmark', 'description': 'Reggae & dancehall.\n412-688-8820'}",A reggae and dancehall event at The Goldmark with contact information.
"{'event_name': 'Service Industry Tuesdays w/ DJ Red', 'location': 'The Goldmark', 'description': ""Service Industry Brethren Unite! Every Tuesday Night is Pittsburgh's Best Service Industry Night @ The Goldmark in Lawrenceville w/ DJ Red and special guests. Doors at 8pm. DJ Red at 10pm. No Cover & Cheap Drinks.\n412-688-8820"", 'price': 'Free'}",Service Industry Tuesdays w/ DJ Red: Free event featuring live music and special guests at The Goldmark in Lawrenceville.
"{'event_name': 'Senior Bingo at the Villa', 'location': 'Celebration Villa of South Hills', 'description': 'Are you ready to shout ""Bingo!"" and win exciting prizes, including cash? Our skilled bingo caller will lead you through multiple rounds of this classic game, and there will be numerous opportunities to win big. So why wait? Come and join us for a fun-filled and rewarding bingo experience!\nFirst card is free, additional can be purchased for $5\nConcessions, door prizes, 50/50 and lots of FUN!\nRSVP 412-884-1200\n4128841200', 'price': 'Free'}",A free bingo event at the Celebration Villa of South Hills with cash prizes and fun activities.
"{'event_name': 'Wednesday’s Tango Night', 'location': 'Wightman School', 'description': ""Wednesday’s Tango Night at Wightman !\nNew Beginner Session Starting October2nd\nDiscover the Passion of Tango - Join Our Tango Class!\nAre you ready to immerse yourself in the world of Argentine Tango? Our classes offer a unique opportunity to learn this elegant and passionate dance form, whether you're a beginner or an experienced dancer.\nBeginner Tango Class: 6:30 PM - 7:30 PM\nPaid in advance: $15/class ($75 for a 5-week session)\nWalk-ins: $20/class\n4126386941"", 'price': '20'}","Wednesday's Tango Night at Wightman School offers beginner classes starting October 2nd, including a paid option of $15/class for a 5-week session."
"{'event_name': ""'Like Being inside a Rainbow': the Stained Glass of Charles J. Connick"", 'location': 'Heinz Memorial Chapel', 'description': 'The windows of Heinz Chapel are amongst the most outstanding examples of stained glass created in the twentieth century. Made in the late 1930s, all are the work of Charles J. Connick (1875-1945) and his Boston studio. This illustrated lecture will focus on the Chapel’s windows in the context of Connick’s richly prolific career.\nThis event features Peter Cormack M.B.E., F.S.A. who is the former curator of William Morris Gallery, London, a Vice-President of the British Society of Master Glass-Painters and a noted scholar of 19th- and 20th-century stained glass. He is the author of Arts & Crafts Stained Glass\n4126244157', 'price': '10'}","An illustrated lecture on the stained glass windows of Heinz Memorial Chapel, featuring Peter Cormack M.B.E., F.S.A."
"{'event_name': 'Carnegie Mellon Opera: Transformations', 'location': 'Chosky Theatre, CMU', 'description': 'Carnegie Mellon Opera: Transformations\nConrad Susa, composer\nKarina Aviva, director\nRobert Frankenberry, conductor\nShowtimes:\nMonday, October 7, 2024 | 8:00 PM\nTuesday, October 8, 2024 | 8:00 PM\nWednesday, October 9, 2024 | 8:00 PM\nThursday, October 10, 2024 | 8:00 PM\nCost:\n$10 Regular Admission\n$5 Senior Citizen (65+) Admission\nEnter coupon code at checkout to receive free tickets\ncall box office for info 412-268-2407\n412-268-2407', 'price': '$10 / $5'}","Carnegie Mellon Opera: Transformations is an opera performance featuring Conrad Susa's composition, directed by Karina Aviva, conducted by Robert Frankenberry, with showtimes on October 7-10, 2024, priced at $10 for regular admission and $5 for senior citizens."
"{'event_name': 'Open Stage w/ Sadie Freund', 'location': 'Full Pint Wild Side', 'description': 'All musicians, poets, spoken word artists, comedians, rappers, and performers are welcome to share their talents in a judgment free, open-minded setting.\n412-408-3083', 'price': 'Free'}",An open stage event for various performers to showcase their talents.
"{'event_name': 'Acoustic Open Stage w/ Henry Bachorski', 'location': 'Full Pint Wild Side', 'description': 'An acoustic open stage hosted by Henry Bachorski. All musicians welcome, as well as poets, spoken word artists, and comedians.\n412-408-3083', 'price': 'No Cover'}","An acoustic open stage hosted by Henry Bachorski at Full Pint Wild Side, welcoming all musicians, poets, spoken word artists, and comedians."
"{'event_name': 'One Night Stand hosted by Creatives Drink w/ DJ Nugget & Alex Rivera', 'location': 'The Goldmark', 'description': '#onenightstand is a free monthly hip-hop & r&b party at The Goldmark hosted by Cody Baker from Creatives Drink and featuring music by DJ Nugget & Alex Rivera. Every month we raffle off prizes from brands native to Pittsburgh as well as complimentary drink tabs every hour.\n412-688-8820', 'price': 'Free'}",A free monthly hip-hop & r&b party hosted by Creatives Drink featuring DJ Nugget & Alex Rivera at The Goldmark.
"{'event_name': 'The Church and America’s Divisions', 'location': 'Trinity Cathedral', 'description': 'People on all sides of the various divisions in American public discourse agree that the tone of this discourse has reached a dangerous and unacceptable level of rancor. Yet no one seems able to suggest any way of reducing it.\nChristianity has something to say about this, and for the next few weeks Bishop Dorsey McConnell and the Rev. Dr Philip Wainwright will lead a public discussion that will explore ways in which the church might be able to help restore basic courtesy to the debate.\nAdmission is free, and those attending are welcome to bring coffee and/or lunch.\n412-232-6404', 'price': 'free'}",A public discussion led by a Christian bishop aims to reduce the divisive tone of American public discourse.
"{'event_name': 'Wednesday Morning Walk', 'location': 'Beechwood Farms', 'description': 'Naturalist-led, rain or shine.\n412-963-6100'}","A naturalist-led walk at Beechwood Farms on Wednesday mornings, rain or shine."
"{'event_name': ""Let's Speak English"", 'location': 'Carnegie Library, Oakland', 'description': 'If English is not your native language, join our group for lively English conversation. Let’s Speak English meets in Classroom A every Wednesday (EXCEPT for July 4 and November 21).\nThese classes are FREE.\nYou do not have to register for the classes.\nYou do not need to bring anything or buy anything.\nNew participants are welcome at any time.\nThis class is for adults, but young people are welcome as long as they behave respectfully.\n412.622.3151', 'price': 'Free'}",A free English conversation class for adults and young people at the Carnegie Library in Oakland.
"{'event_name': 'Pittsburgh TubClub', 'location': 'Brady Memorial Home', 'description': 'One of Pittsburgh’s premiere contrast therapy communities. We offer breathwork, cold plunging, sauna, and community.\n716-499-3352', 'price': '$15-$30 ($11-$22 sale price before Sunday at 11:59pm'}","Pittsburgh TubClub is a contrast therapy community offering breathwork, cold plunging, sauna, and community at Brady Memorial Home."
"{'event_name': 'Wednesday Night Trivia', 'location': 'Forbes Tavern', 'description': 'Free to play trivia at the Forbes Tavern, two 1-hour games with prizes for top finishing teams. Starts at 6:30pm\n412-281-1999', 'price': 'Free'}","Wednesday Night Trivia at Forbes Tavern, free to play, two 1-hour games with prizes, starts at 6:30pm."
"{'event_name': 'Rhythm & Movement', 'location': 'Level Up Dance PGH', 'description': 'Having fun, getting in shape, while using dance as a form of exercise. Moving and grooving to various rhythms using various dance forms to exercise our bodies, release our tension and enjoy each other.\n412-450-8093', 'price': '$10 per class - $35 for 4 classes - $70 for 8 classes'}","A dance class offering fun, exercise, and movement using various rhythms and dance forms."
"{'event_name': 'Name That Tune Wednesdays', 'location': 'Lawrenceville Distilling Co', 'description': 'Bring your friends and play against other teams in a musical trivia game curated and hosted by Kaylie and Erin! Top team wins amazing prizes every week!\n412.945.0845', 'price': 'FREE'}","A free musical trivia game event called ""Name That Tune Wednesdays"" hosted by Kaylie and Erin at Lawrenceville Distilling Co."
"{'event_name': 'Perry D Acoustic Open Mic Night', 'location': None, 'description': 'Perry D is a One Man Band that opens the floor to all. He brings all equipment, you simply need to enjoy the show. All are welcome to show off their talents, as well.\n412-716-4009', 'price': 'Free'}","A free open mic night hosted by Perry D, a one-man band, where anyone can perform."
"{'event_name': 'Jason Born Live @ Wheelfish every Wed', 'location': 'Wheelfish', 'description': ""Jason Born is a guitarist, singer/songwriter and harmonica player from Pittsburgh, PA specializing in blues, rock and soul music. He was chosen as the Blues Society of Western Pennsylvania's Youth Representative in which he was featured in Memphis, TN during the International Blues Challenge held in January 2015. He performs every Wednesday at Wheelfish from 7-10pm.\n412-487-8909"", 'price': 'Free'}","Jason Born performs blues, rock, and soul music every Wednesday at Wheelfish from 7-10pm."
"{'event_name': 'Wednesday Night Pizza Party', 'location': 'Pizza Taglio', 'description': 'No description available'}",Wednesday Night Pizza Party at Pizza Taglio.
"{'event_name': 'Pittsburgh Banjo Club', 'location': 'Allegheny Elks Lodge #339', 'description': '412-321-1834'}",Pittsburgh Banjo Club: 412-321-1834
"{'event_name': 'Topgolf College Nights', 'location': 'Topgolf', 'description': 'You want unlimited game play, discounted food & drinks, and some space just for college students? You got it! A $15 cover gets you all that and more every Wednesday from 8-11 pm during College Night.\nStudents 18+ welcome. Must be 21+ to order alcohol. Student ID required.[email\xa0protected]', 'price': '$15'}","Topgolf College Nights offer unlimited game play, discounted food & drinks, and student-only space for college students, with a $15 cover charge."
"{'event_name': 'College Night', 'location': 'Topgolf', 'description': 'You want unlimited game play, discounted food & drinks, and some space just for college students? You got it! A $15 cover gets you all that and more every Wednesday from 8-11 pm during College Night.[email\xa0protected]', 'price': '15'}","A $15 cover gets unlimited game play, discounted food & drinks, and exclusive college student space at Topgolf on Wednesdays from 8-11 pm."
"{'event_name': 'Synchronized: with Soy Sos', 'location': None, 'description': 'GENERAL PROGRAM DESCRIPTION\nMost Wednesdays, 8:00pm - 10:00pm ET\nWatch on YouTube LIVE at Pittsburgh Modular Synthesizers\nJoin Soy Sos and musical guests for an intimate, immersive sound experience with modular synths, electronics, and a mix of traditional instruments! Using synchronization-based ensembles, Soy Sos collaborates with contemporary sound artists to create live, improvised sound-scapes. Come for the vibes, sound discussions, and dance.\nSynchronized: with Soy Sos is in collaboration with Pittsburgh Modular Synthesizers and is presented as part of the PearlArts @ KST Mutual Aid Residency.\n412-456-6666'}","A weekly event featuring live sound experiences with modular synths, electronics, and traditional instruments, hosted by Soy Sos and Pittsburgh Modular Synthesizers."
"{'event_name': 'Son Tav Triv - Trivia Night!', 'location': ""Sonny's Tavern"", 'description': 'Compete on teams of 4 or less for cash and prizes!\n412-683-5844', 'price': 'Free'}","Trivia Night event at Sonny's Tavern, free entry, compete in teams of 4 or less for cash and prizes."
"{'event_name': 'Comedy Open Mic', 'location': ""Nico's Recovery Room"", 'description': 'Hosted by Alex Stypula.\n412-681-9562', 'price': 'Free'}","A comedy open mic event hosted by Alex Stypula at Nico's Recovery Room, free of charge."
"{'event_name': 'Sonny’s Tavern Trivia with PAM', 'location': ""Sonny's Tavern"", 'description': 'Let Pam pick your feeble brain for traces of trivia! Covering categories from “1-Star IMDB Reviews” and “TV Sitcom Theme Lyrics” to the ubiquitous “Mystery Round” and the bonafide PAMILY FEUD, this trivia night offers more than the same old buzz-shit. 1st Place: $30 Sonny’s $$$ 2nd Place: $15 Sonny’s $$$, 3rd Place: mYsTeRy PrIzE!\n412-683-5844', 'price': 'Free'}","Trivia night at Sonny's Tavern with PAM, offering various categories and prizes."
"{'event_name': 'Wednesday Night Karaoke w/ DJ WEAVEZ!', 'location': '941 Saloon', 'description': '412-281-5222', 'price': 'NO COVER'}","Wednesday Night Karaoke with DJ Weavez at 941 Saloon, 412-281-5222, NO COVER."
"{'event_name': 'RayJack', 'location': ""Tom's Diner/Vasta Lounge"", 'description': '412-531-2350', 'price': 'free'}",A free event at Tom's Diner/Vasta Lounge called RayJack.
"{'event_name': 'DJ RayJack', 'location': ""Tom's Diner/Vasta Lounge"", 'description': 'DJ\n412-531-2350', 'price': 'No Cover'}",Summary: A DJ named RayJack who can be reached at 412-531-2350.
"{'event_name': 'Stand Up Comedy Open Mic', 'location': ""Scarpaci's Place"", 'description': '412-431-9908', 'price': 'Free'}",A free stand-up comedy open mic event at Scarpaci's Place.
"{'event_name': '“Neil Diamond Tribute- Solitary Man” With Cracklin’ Rosie and Sweet Caroline and More Coming to The Palace Theatre October 10th!', 'location': 'The Palace Theatre', 'description': 'Will Chalmers has been performing his tribute to Neil Diamond Tribute Concert since 2002. His show appeals to all ages and he loves to get the audience involved by encouraging them to clap and sing along. Will’s natural resemblance to Neil Diamond, his flawless replication of Neil’s singing voice, combined with his outstanding stage presence has been captivating audiences.\n“Neil Diamond Tribute -Solitary Man” will be Thurs., Oct. 10th, 2024 at 7:30pm at The Palace Theatre- 21 W. Otterman St.-Greensburg, PA 15601. Ticket prices are $33., $43., $48., and $75. and can be purchased online or call 724-836-8000.\n7248368000', 'price': '$33., $43., $48., and $75.'}","Neil Diamond Tribute Concert at The Palace Theatre featuring ""Solitary Man"" on October 10, 2024."
"{'event_name': 'Teen Night: Ghoulish Galleries', 'location': 'Carnegie Museum of Natural History - Earth Theater', 'description': 'Teens are invited to a spooky night in Carnegie Museums of Art and Natural History’s Ghoulish Galleries! Experience a night of eerie fun with a bug-tasting booth, where you can trick or treat yourself to some creepy crawlers.\n4126223131', 'price': 'Free'}","Teen Night at Carnegie Museums of Art and Natural History's Ghoulish Galleries, featuring a bug-tasting booth for a free spooky experience."
"{'event_name': 'The Creative Hive', 'location': 'Protohaven', 'description': 'Free monthly meetup and networking event for artists, creatives, art educators, culture bearers, and arts administrators. Are you a maker looking for a space to create your artwork? This month, guests will have the opportunity to tour Protohaven and learn more about their community makerspace and workshop. Plus, free snacks and drinks, courtesy of Lolev Beer.\n724-889-5626', 'price': 'Free'}","A free monthly meetup and networking event for artists and creatives in Protohaven, featuring tours of a community makerspace and workshop opportunities."
"{'event_name': 'LGBTQ+ Town Hall with PA State Representatives', 'location': 'COHatch Southside', 'description': 'On October 10, 2024, the Pittsburgh Equality Center and Steel City Stonewall Democrats will host an LGBTQ+ Town Hall featuring Pennsylvania State Representatives Jessica Benham, La’Tasha Mayes, and Abigail Salisbury.\nThe event will address key LGBTQ+ policy issues and explore ways to advance equality in Pennsylvania. Representatives Benham, Mayes, and Salisbury will share their insights on legislative efforts and engage in discussions about furthering LGBTQ+ rights. This is a significant opportunity for community members to participate in meaningful conversations and work towards a more inclusive Pennsylvania.\n4124220114', 'price': 'Free'}","LGBTQ+ Town Hall with PA State Representatives on October 10, 2024, featuring Jessica Benham, La’Tasha Mayes, and Abigail Salisbury, discussing key LGBTQ+ policy issues and advancing equality in Pennsylvania."
"{'event_name': 'Adaptation - Local Notes exhibition opening reception', 'location': 'Tomayko Foundation', 'description': 'Adaptedness is a heritable trait that helps an organism complete a life cycle in a given environment. Adaptation – Local Notes gathers the works of 13 artists based in and around the Allegheny County region to examine our communal ability to influence, intersect, and adapt to natural and human-made ecosystems. With these artworks, artists demonstrate how the organic or synthetic materials available in such sites often affect our relationships with each other and the places we inhabit.\n(412) 550-0119'}","Adaptation – Local Notes exhibition opening reception at Tomayko Foundation, featuring 13 artists from the Allegheny County region."
