text,contextual_chunk
"{'date': 'Mar 6, 2024 | 8:00 pm - 10:00 pm', 'description': 'We welcome singer/songwriter Katy Kirby, originally from a small-town outside of Austin, Texas, and currently living in Brooklyn.', 'category': 'Arts + Culture,, Music', 'venue': 'Andy Warhol Museum 117 Sandusky St Pittsburgh, PA 15212', 'more_details': 'Kirby recently joined ANTI Records, and her 2021 release Cool Dry Place was featured in several best albums of the year lists including Pitchfork, NPR Music, and Paste. She has recently been touring with artists such as Waxahatchee, Andy Shauf, and Pinegrove. Singer/songwriter Allegra Krieger opens the evening.  Sound Series is an ongoing concert series featuring internationally touring contemporary artists and bands from around the world.', 'event_name': 'Sound Series: Katy Kirby with special guest Allegra Krieger'}","Sound Series features Katy Kirby with Allegra Krieger, a singer-songwriter, at the Andy Warhol Museum."
"{'date': 'Mar 6, 2024 | 5:00 pm - 7:00 pm', 'description': 'ONE DAY ONLY SCREENING! 2024 Academy Award Nominee – Best Animated Feature', 'category': 'Arts + Culture,, Film & Movies', 'venue': 'Harris Theater 809 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'In this love letter to 1980s New York City, Dog lives in Manhattan. Tired of being alone, he orders and builds himself a robot companion, and their friendship blossoms. Dog and Robot become inseparable, living life to the fullest in time with the vivacious rhythms of the big, bustling city. And then one summer night, Dog, with a heavy, reluctant heart, has no choice but to abandon Robot at the beach. Will the two ever meet again? Based on the popular graphic novel by Sara Varon, director Pablo Berger (Blancanieves) brings us a unique animated feature that follows the adventures and misfortunes of two souls, forever united. Full of charm, daydreams, deadpan comedy, and moments of subtle heartbreak, Robot Dreams is an ingeniously playful, tenderly articulated tale of friendship in all its fragility and glory. Directed by Pablo Berger 2023 | France, Spain | No spoken dialogue | DCP', 'event_name': 'Robot Dreams'}","ONE DAY ONLY SCREENING OF ROBOT DREAMS, A UNIQUE ANIMATED FEATURE BASED ON THE POPULAR GRAPHIC NOVEL BY SARA VARON, DIRECTED BY PABLO BERGER."
"{'date': 'Mar 6, 2024 | 7:30 pm - 9:30 pm', 'description': 'The Rosamunde String Quartet, four stars from three of the world’s greatest orchestras, appearing one night only in Pittsburgh!', 'category': 'Arts + Culture,, Music', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': 'Franz Joseph Haydn String Quartet in C major, Op. 20 No. 2 Kevin Puts Credo Ludwig van Beethoven String Quartet # 15 in A minor, Op. 132 The Rosamunde String Quartet, four stars from three of the world’s greatest orchestras, appearing one night only in Pittsburgh! The Rosamunde String Quartet was founded in 2015 so that its members could pursue their passion for the string quartet repertoire. Its members include young stars from three of the world’s greatest orchestras: Noah Bendix-Balgley, 1st concertmaster of the Berlin Philharmonic; Shanshan Yao, concert violinist and former member of the Pittsburgh Symphony and New York Philharmonic; Teng Li, principal violist of the Los Angeles Philharmonic; and Nathan Vickery, cellist in the New York Philharmonic. They take time away from their international careers to create music together. Each member is an accomplished soloist and musician, and brings a unique voice to the ensemble. By uniting their experiences, they create a distinctive sound and unanimity of expression. Above all, they hugely enjoy sharing their love of chamber music with each other and with audiences. www.rosamundestringquartet.com', 'event_name': 'Rosamunde String Quartet'}","The Rosamunde String Quartet, featuring four stars from three of the world's greatest orchestras, performs a one-night-only concert at the Benedum Center in Pittsburgh."
"{'date': 'Mar 6, 2024 - Mar 8, 2024 | 10:30 am - 12:00 pm', 'description': 'How can disparate elements create something new?', 'category': 'Arts + Culture,, Family,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Bernstein: Overture to Candide Ravel: Le Tombeau de Couperin Bates: Philharmonia Fantastique: The Making of the Orchestra Stravinsky: Suite from The Firebird. V. Finale How can disparate elements create something new? Associate Conductor Jacob Joyce leads the Pittsburgh premiere of Mason Bates’ multi-media concerto Philharmonia Fantastique, fusing the creative vision of one of America’s leading composers with the technological brilliance of Skywalker Ranch film and sound professionals. The result is an incredible journey across mediums and into the heart of the orchestra. Join the Pittsburgh Symphony for curated music experiences that introduce students to the orchestra and nurture a love of music! Registration is free but required. No physical tickets will be issued for Schooltime concerts. All groups will be checked in by a PSO staff member on the day of the concert and must be registered in advance to attend. All schools are responsible for securing transportation. Concerts are held during the school day.', 'event_name': 'Schooltime: Sound Fusion'}",Schooltime: Sound Fusion brings together disparate elements to create a unique musical experience.
"{'date': 'Mar 6, 2024 | 10:00 am - 11:30 am', 'description': 'What is a robot and what does it do?', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'Learn the “T” in STEM (technology) as you interact with robots.', 'event_name': 'Preschool Adventures: Hello Robo'}",A workshop for preschoolers to learn about robots and their functions.
"{'date': 'Mar 5, 2024 | 7:00 pm - 9:00 pm', 'description': 'We curated a lineup of charming aliens, replicants, and clones (probably) who know a thing or two about the absurdity of the universe.', 'category': 'Entertainment', 'venue': 'Space Bar 22 Market Square Pittsburgh, PA 15222', 'more_details': ""If you need a giggle, you'd like a laugh, or you are planning a night out in Market Square, we guarantee a good time... in SPACE! Headliner : Zivan Vasquez Featuring : Ronnie Fleming and Trevor Austin With : Peter Arsenault and Abby Elias. Hosted by John Santore And seriously folks, tip your bartenders."", 'event_name': 'Cosmic Comedy Night'}","A cosmic comedy night featuring Zivan Vasquez, Ronnie Fleming, Trevor Austin, Peter Arsenault, and Abby Elias at Space Bar in Pittsburgh."
"{'date': 'Mar 5, 2024 | 12:00 pm - 1:30 pm', 'description': 'Learn about the benefits of fermented foods and how to introduce them into your diet and lifestyle.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This lecture-based, introductory class will go over 10 different fermented foods. Recommended for adults.', 'event_name': 'Community Cultures: Fermented Foods for Health'}",A free event introducing 10 fermented foods and their health benefits.
"{'date': 'Mar 5, 2024 | 5:00 pm - 7:00 pm', 'description': 'The Precipice Community Band plays a dynamic amalgam of Caribbean-infused jazz with an indie-pop sensibility.', 'category': 'Arts + Culture,, Free event,, Music', 'venue': 'Lounge at the Greer Cabaret 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Their music utilizes an original ensemble language, a fundamentally-based style called the Apres-Garde. The band is made up of Antonio Croes (piano, vocals), George Heid III (drums, percussion), and Ava Lintz (bass), three Pittsburgh-based musicians who are steeped in the cityâ€™s deep and unique music tradition. Their approach is a post-historical, 21st century take on American music. It is American music through a multicultural lens, a style that encapsulates the edgy working-class swing of Pittsburgh, the eerie provincial blues of Herminie, and the ecstatic Carnival Socas of Oranjestad all in one cohesive gestalt. The Precipice Community Band plays uncompromising creative music that embraces the simultaneous clashing layers of generation, ideology, and culture that make up our increasingly global world. It is music that invites the listener to both think and feel.', 'event_name': 'Antonio Croes, Ava Lintz, & George Heid III - The Precipice Community Band'}","The Precipice Community Band, featuring Antonio Croes, Ava Lintz, and George Heid III, performs a dynamic blend of Caribbean-infused jazz and indie-pop, drawing from Pittsburgh's musical heritage."
"{'date': 'Mar 5, 2024 | 7:00 pm - 9:30 pm', 'description': 'How can diverse components blend to form something innovative?', 'category': 'Arts + Culture,, Family,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Associate Conductor Jacob Joyce leads the Pittsburgh premiere of Mason Bates\' mixed-media concerto, Philharmonia Fantastique . This masterpiece combines the artistic genius of a prominent American composer with the technological prowess of film and sound experts from Skywalker Ranch. The outcome is a remarkable odyssey through different mediums and into the heart of the orchestra. ""We don\'t always think about the orchestra as a marvel of technology, but it very much is one of the best examples of interactive technology we have."" —Composer Mason Bates, on the inspiration for making Philharmonia Fantastique Tickets are general admission and are Pay What You Wish. You can purchase tickets on the web at the following suggested prices or call the Heinz Hall Box Office at 412.392.4900 for any other price, including free! • Family-friendly atmosphere • All ages welcome • Accessible ticket prices • Fun, fascinating, and exploratory—expect conductor talks from the stage and other immersive elements', 'event_name': 'Sound Fusion'}","A concert featuring a mixed-media concerto combining music with film and sound technology, led by Jacob Joyce and inspired by composer Mason Bates."
"{'date': 'Mar 4, 2024 | 7:00 pm - 9:00 pm', 'description': 'Experience a special one-time showing of the world premiere production that brought a powerful memoir of healing and renewal to the stage.', 'category': 'Arts + Culture', 'venue': 'New Hazlett Theater 6 Allegheny Square E Pittsburgh, PA 15222', 'more_details': 'Join us on \xad\xad\xadMarch 4, 2024 for a special viewing of Perseverance with a post-show discussion about the book, play and the Holocaust with The Author: Lee Kikel, The Playwright: L.E. McCullough, and The Director: Art DeConciliis.', 'event_name': 'Special Viewing of Perserverance'}","A special one-time showing of the world premiere production of ""Perseverance"" with a post-show discussion about the book, play, and Holocaust."
"{'date': 'Mar 4, 2024 | 6:00 pm - 8:00 pm', 'description': 'It’s a new year, and a new season of dance! Join our Level 1 Salsa Team, perfect for the newer Salsa dancer.', 'category': 'Arts + Culture,, Sports + Recreation,, Workshops & Classes', 'venue': 'CrossBody Dance & Movement 422 Wood Street Pittsburgh, PA 15222', 'more_details': 'Weâ€™ll drill technique, practice social dancing, learn choreogrpahy and have fun!Time to MOVE!', 'event_name': 'Level 1 Salsa Team'}",A new salsa dance workshop for beginners starting March 4th from 6:00 pm to 8:00 pm.
"{'date': 'Mar 4, 2024 | 6:00 pm - 9:00 pm', 'description': 'A Global Feast of Food, Entertainment, and Art celebrating the diversity of our region.', 'category': 'Arts + Culture,, Community,, Festival', 'venue': 'Stage AE 400 North Shore Drive Pittsburgh, PA 15212', 'more_details': 'One Big Table is a culturally immersive event that weaves a rich tapestry of international cuisine, captivating entertainment, and diverse art forms. A celebration of global diversity, this Pittsburgh food festival highlights the flavors, talents, and creativity of cultures from around the world, all gathered at one magnificent table.', 'event_name': 'One Big Table: An International Tasting'}","One Big Table: An International Tasting is a Pittsburgh food festival celebrating global diversity with international cuisine, entertainment, and art."
"{'date': 'Mar 3, 2024 | 1:00 pm - 3:00 pm', 'description': 'Female relatives are difficult to trace but can be found.', 'category': 'Arts + Culture,, Online & Virtual Events,, Workshops & Classes', 'venue': 'Virtual Event', 'more_details': 'Janice Sellers will introduce resources for tracing the women in your family, including family items, oral histories, federal and state census records, immigration records, vital records, religious records, journals, newspapers, legal and court records, library archives, and manuscript collections. Many of these resources are available online. This program is possible through the generous support of the William M. Lowenstein Genealogical Research Endowment Fund of the Jewish Community Foundation. “Bubbie, Who Are You?” is a collaboration between the Jewish Genealogy Society of Pittsburgh and the Rauh Jewish Archives at the Heinz History Center. Please register online. The program is free for JGS-Pittsburgh members and $5 for the general public. To become a member of the JGS-Pittsburgh and receive a free membership code for this program, please visit its website . This program will be recorded and made available to current JGS-Pittsburgh members.  Janice M. Sellers is related to actor Peter Sellers and to John of Gaunt, son of a king and father of a king. At least that’s what her grandparents told her. Unfortunately, they were both wrong, but that’s why she has researched her family for 48 years and now helps others find the right pieces to fit their genealogy puzzles. She specializes in Jewish, Black, forensic, and newspaper research and has taught at local to international levels. Her site is ancestraldiscoveries.com.  ', 'event_name': 'Bubbie, Who Are You?: Finding Maiden Names'}","A virtual event introducing resources for tracing female relatives, focusing on Jewish, Black, and other genealogical records."
"{'date': 'Mar 3, 2024 - Mar 7, 2024', 'description': 'Steelworker professionals are encouraged to attend the USW Next Generation Conference 2024 in Pittsburgh.', 'category': 'Convention,, Workshops & Classes', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': 'The conference is a four-day event which feature workshops, group sessions, community service, a wide array of learning opportunities, and much more We are happy to announce the next International Next Generation Conference will take place March 3-8, 2024, in Pittsburgh, Penn., at the David L. Lawrence Convention Center and Westin Hotel. The Westin Pittsburgh 1000 Penn Ave Pittsburgh, PA 15222 This four-day event will include group sessions, workshops, community service and much more – all geared toward providing our new and young members with the knowledge and skills they’ll need to be activists and leaders in our union and in our communities. We’re strongly encouraging locals to send members who are 35 or younger or new to the union with a lot to learn. However, whether you’re a new member, a young member or a union veteran, everyone is welcome to participate. Newer members can learn union basics so they can be strong activists when they get home. Experienced activists can participate in workshops that focus on mentoring, organizing and more – all fundamental work of our union. The future of the USW depends on our ability to identify the next generation of leaders who will step up when experienced activists are done. Next Gen is a great way to ensure those activists have what they need to continue the hard work and progress we’ve already made, building a stronger labor movement for generations to come.', 'event_name': 'United Steelworkers Next Generation 2024'}","The United Steelworkers Next Generation 2024 conference is a four-day event in Pittsburgh featuring workshops, group sessions, and community service opportunities for steelworker professionals."
"{'date': 'Mar 3, 2024 | 12:00 pm - 4:00 pm', 'description': 'If you’re planning a wedding, the Pittsburgh Bridal Showcase is the place to browse and shop all things wedding under one roof.', 'category': 'Convention,, Shopping', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': 'At the show you will be able to gain valuable assistance from experts and vendors, browse innovations, sample foods, see the best offers for honeymoon, fashion shows, and so much more. Pittsburgh Bridal Showcase', 'event_name': ""Pittsburgh Bridal Showcase & Women's Expo 2024""}",Pittsburgh Bridal Showcase & Women's Expo 2024 is an event where you can browse and shop all things wedding under one roof.
"{'date': 'Mar 2, 2024 | 7:30 pm - 9:00 pm', 'description': 'The Center for Theater Arts’ Biggest Fundraising Event of the Year!', 'category': 'Arts + Culture,, Community', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Over the past 43 years, the Center for Theater Arts has pursued a single purpose: to provide a platform for students of all ages and abilities to enhance their confidence and self-image, regardless of their ability to pay. JOIN US for this unique 90-minute, one-night-only event, featuring performances from current and past CTA students, as well as members of the original Broadway cast of FOOTLOOSE, including Jeremy Kushnier. Center for Theater Arts Executive Director and veteran Broadway, film, and TV performer Billy Hartung will be the Master of Ceremonies for this exciting evening of entertainment. It’s a night that’s sure to create memories to last a lifetime! Your ticket purchase to this event will help our 501c3 nonprofit performing arts school remain committed to its mission. “Because of you, we are here.”', 'event_name': ""The Center for Theater Arts' ONE NIGHT ONLY""}","The Center for Theater Arts' ONE NIGHT ONLY fundraising event features performances by current and past students, plus an original Broadway cast, with proceeds supporting the nonprofit's mission."
"{'date': 'Mar 2, 2024 | 6:00 pm - 7:30 pm', 'description': 'Good Drinks, Good Prizes, Great Cause', 'category': 'Community,, Entertainment,, Tours', 'venue': 'Burgh Bus 1027 Penn Ave Pittsburgh, PA 15222', 'more_details': ""Join host Chad Medved (I'll Call You Right Back Podcast) for bingo night on the bus while supporting John Schalcosky and his family. 100% of the proceeds will go directly to the Schalcosky Family. Not only is this for a great cause, it is also going to be the first ever bingo event on a bus in the city of Pittsburgh. We all know how much John loves this city and its rich history… so now this is your chance to be a part of it (while also giving back) For years, (and at no charge), John has devoted thousands of hours to this city through extensive and thorough research for his work with Odd Pittsburgh. He has made it his life’s work to uncover and document all of the incredible facts and stories Pittsburgh History has to offer. John is currently in AHN Wexford battling some very serious health issues and accruing a mountain of medical expenses. Now is our chance to come together as a city and help give back to one of its greatest historians while he faces these tough times. Your ticket includes a 90 minute ride around the city, all the bingo games you can play and the chance to win some incredible prizes!!! All prizes have been generously donated by these amazing local companies: (Pssst….The grand prize is a pair of Pens tickets, courtesy of Josh Getzoff!) If you are unable to attend but would still like to help out, you can send donations directly to John and his family: Venmo: @OddPittsburgh CashApp: @OddPittsburgh PayPal: HouseHistories@gmail.com 1027 Penn Ave Pittsburgh, PA 15222 90ish Minutes (includes bathroom break) Please arrive 15 minutes before your scheduled start time. The bus will depart on time, so please plan accordingly! No refund or credit provided if you miss the bus.  "", 'event_name': 'Bingo Benefit'}","Bingo Benefit: Host Chad Medved's Community Event Supporting John Schalcosky and His Family, Proceeds Directly to the Cause, First Binge Event on a Bus in Pittsburgh."
"{'date': 'Mar 2, 2024 | 8:00 pm - 9:30 pm', 'description': 'A local comedian confesses a true story in which they made some questionable decisions which is transformed into a hilarious improvised performance by veteran comedy troupe Irony City.', 'category': 'Arts + Culture,, Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 937 Liberty Ave Pittsburgh, PA 15222', 'more_details': "" Join veteran comedy troupe Irony City as they deftly navigate social missteps on the first Saturday each month. You’ve been there: acted out at a wedding without a cookie table, ordered fries on a salad at a fancy restaurant, or dared to move a parking chair, afterwards wondering, “Am I the Jagoff?” A local comedian confesses a potential jagoff moment, sparking Irony City’s improvisations. Witness relatable blunders transformed into laughter until we know in the end: were they the jagoff? Don't miss some of the city's best comedy performers in this engaging exploration of everyday foibles."", 'event_name': 'Am I the Jagoff? A Storytelling Comedy Show from Irony City'}","A local comedian shares a true story of questionable decisions, which Irony City turns into a hilarious improvised performance at their comedy show."
"{'date': 'Mar 2, 2024 - Mar 3, 2024', 'description': 'Cheerleading teams compete to win in the Liberty Spirit Championship.', 'category': 'Convention,, Sports + Recreation', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Liberty Spirit Cheer Competition'}",Cheerleading teams compete in the Liberty Spirit Cheer Competition at the David L. Lawrence Convention Center.
"{'date': 'Mar 2, 2024 | 8:00 pm - 10:00 pm', 'description': 'The acclaimed and sought after choreographer Ronald K. Brown and EVIDENCE, A Dance Company from Brooklyn, New York return to Pittsburgh with three captivating works.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': 'For over 30 years, EVIDENCE has focused on the seamless integration of traditional African dance with contemporary choreography and spoken word—and has provided a unique view of human struggles, tragedies, and triumphs. “No major choreographer has worked harder to bring spiritual awareness to the human heart than Ronald K. Brown.” - Washington Post Brown’s new work The Equality of Night and Day examines concepts of balance, equity, and fairness in the light of the conflicting present-day issues faced by young people, women, and people of color. Open Door provides a journey into Afro Cuban social and traditional dance forms embodying the music of Arturo O’Farrill’s Afro Latin Jazz Ensemble. Palo Y Machete is an excerpt from One Shot , a work inspired by the life and work of noted Pittsburgh photographer Charles “Teenie” Harris, who documented black life in Pittsburgh from 1936 to 1975.', 'event_name': 'Ronald K. Brown/EVIDENCE'}","Ronald K. Brown and EVIDENCE return to Pittsburgh with three works, including ""The Equality of Night and Day"" and ""Open Door,"" exploring themes of balance, equity, and fairness."
"{'date': 'Mar 1, 2024 | 6:00 pm - 11:30 pm', 'description': 'Please join Wesley Family Services on Friday, March 1, 2024, at the Wyndham Grand in Pittsburgh, where Wesley Family Services will hold their Annual Gala which raises vital funds to continue their mission to empower children, adults, and families by providing transformational care.', 'category': 'Community', 'venue': 'Wyndham Grand Hotel 600 Commonwealth Place Pittsburgh, PA 15222', 'more_details': 'Please join Wesley Family Services on Friday, March 1, 2024, at the Wyndham Grand in Pittsburgh, where Wesley Family Services will hold their Annual Gala which raises vital funds to continue their mission to empower children, adults, and families by providing transformational care. At this year’s Gala, WFS is proud to showcase Wesley yesterday, today & tomorrow, while honoring CEO Doug Muetzel’s 25 years of dedication to advancing the Wesley mission. The 2024 honoree, Doug Muetzel, CEO Wesley Family Services, has dedicated a quarter century to advancing our mission and ensuring that those they serve receive the right care at the right time. Over the past 25 years, Doug has orchestrated two mergers alongside visionary leaders and boards. The most recent represented the largest non-profit social service/behavioral health merger in Allegheny County’s history. Under his leadership, Wesley has transformed from a primarily specialized education and social service provider in the south hills to a multi-service 60 million dollar nonprofit with 14 main offices, 23 IDD residential homes and 2 schools with services that impact 15 counties of southwestern PA. Program areas include Autism, Behavioral Health, Education, Family Support & Preservation, Foster Care, Older Adults, and Service Coordination across the life span and his vision doesn’t stop there. With the support given through this gala, WFS will continue impacting over 20,000 individuals annually through their Quality Whole Person Care® approach built on the cornerstone that every individual is valuable, has purpose, and gifts and talents that are uniquely theirs. Can’t attend? Please consider making a donation to the event or participating in the online mobile auction . Black-tie Optional Attire Please note: The 2024 Gala is planned as an in person event. Should health concerns arise and the Gala cannot occur in person, WFS reserves the right to postpone or convert to a virtual celebration. ', 'event_name': 'Wesley Family Services'}","Wesley Family Services holds an Annual Gala on March 1, 2024, at the Wyndham Grand in Pittsburgh to raise funds for their mission to empower children, adults, and families."
"{'date': 'Mar 1, 2024 | 9:00 pm - 10:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Stand Up Laboratory'}","A comedy show called ""Stand Up Laboratory"" scheduled for March 1, 2024, from 9:00 pm to 10:30 pm at Arcade Comedy Theater in Pittsburgh, PA."
"{'date': 'Mar 1, 2024 | 6:00 pm - 2:00 am', 'description': 'Have you been to the Year 3000? Get ready for Howl at the Moon’s music showdown as we bring you “Boy Bands vs Girl Groups” on Friday, March 1st! Join us for a night of chart-topping hits, energetic performances and a clash of the titans between the best boy bands and girl groups in the business. Are you team NSYNC or team Spice Girls?!', 'category': 'Arts + Culture,, Entertainment,, Music,, Nightlife', 'venue': 'Howl at the Moon 125 7th Street Pittsburgh, PA 15222', 'more_details': 'Boy Bands vs. Girl Groups Have you been to the Year 3000? Get ready for Howl at the Moon’s music showdown as we bring you “Boy Bands vs Girl Groups” on Friday, March 1st! Join us for a night of chart-topping hits, energetic performances and a clash of the titans between the best boy bands and girl groups in the business. Are you team NSYNC or team Spice Girls?! Friday, 3/1 -$3 Coors Light Bottles (ends at 10 PM) -$4 NÜTRL (ends at 10 PM) -$6 New Kids On The Rocks -$10 32oz. Pussycat Punch Mini-buckets (ends at 10 PM) ', 'event_name': 'Boy Bands vs. Girl Groups at Howl at the Moon'}","A music showdown featuring ""Boy Bands vs Girl Groups"" at Howl at the Moon on March 1st, with chart-topping hits, energetic performances, and a clash of the titans between the best boy bands and girl groups in the business."
"{'date': 'Mar 27, 2024 - Apr 14, 2024', 'description': 'A SATIRICAL MASTERPIECE OF WIT AND WISDOM', 'category': 'Arts + Culture,, Entertainment', 'venue': ""O'Reilly Theater 621 Penn Ave Pittsburgh, PA 15222"", 'more_details': 'Step into a world of sparkling conversation, romance, and sheer absurdity! Oscar Wilde’s wonderfully entertaining “trivial comedy for serious people” introduces two debonair bachelors, Jack and Algernon, who each lead a hidden double life. When a weekend in the country gives their alter egos the chance to win the hearts of two society ladies, they learn that keeping track of their lavish web of lies may be a bit harder than they realize. The plot twists and turns will at once keep you on the edge of your seat and doubled over in fits of laughter. Rating: PG for romantic innuendo, allusion to alcohol and smoking. Suitable for most audience with guidance urged for pre-teens.', 'event_name': 'The Importance of Being Earnest'}","A satirical comedy by Oscar Wilde about two bachelors leading double lives, featuring witty dialogue and humor."
"{'date': 'Mar 27, 2024 - Apr 14, 2024', 'description': 'A SATIRICAL MASTERPIECE OF WIT AND WISDOM', 'category': 'Arts + Culture,, Entertainment', 'venue': ""O'Reilly Theater 621 Penn Ave Pittsburgh, PA 15222"", 'more_details': 'Step into a world of sparkling conversation, romance, and sheer absurdity! Oscar Wilde’s wonderfully entertaining “trivial comedy for serious people” introduces two debonair bachelors, Jack and Algernon, who each lead a hidden double life. When a weekend in the country gives their alter egos the chance to win the hearts of two society ladies, they learn that keeping track of their lavish web of lies may be a bit harder than they realize. The plot twists and turns will at once keep you on the edge of your seat and doubled over in fits of laughter. Rating: PG for romantic innuendo, allusion to alcohol and smoking. Suitable for most audience with guidance urged for pre-teens.', 'event_name': 'The Importance of Being Earnest'}","A satirical comedy by Oscar Wilde about two bachelors leading double lives, featuring witty dialogue and humor."
"{'date': 'Mar 26, 2024 - Mar 31, 2024', 'description': 'A mother. A daughter. 3 possible dads. And a trip down the aisle you’ll never forget!', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': 'Set on a Greek island paradise where the sun always shines, a tale of love, friendship, and identity is beautifully told through the timeless hits of ABBA. On the eve of her wedding, a daughter’s quest to discover the father she’s never known brings three men from her mother’s past back to the island they last visited decades ago.', 'event_name': 'Mamma Mia!'}",A mother's quest to uncover her daughter's father's identity leads to a reunion on a Greek island paradise.
"{'date': 'Mar 23, 2024 - Mar 24, 2024 | 11:00 am - 3:00 pm', 'description': 'Hop over to the National Aviary for a spring celebration!', 'category': 'Family,, Holidays', 'venue': 'National Aviary 700 Arch Street, Pittsburgh, PA 15212, USA Pittsburgh, PA 15212', 'more_details': 'You’ll have an egg-cellent time exploring the Aviary’s immersive habitats and searching for goodies on an egg-themed scavenger hunt. Meet the Easter Bunny and experience a fun and engaging story time. Plus, make a spring-themed craft to take home! This egg-citing event is included with admission!', 'event_name': 'Eggstravaganza'}","Eggstravaganza at National Aviary is a family-friendly event with an egg-themed scavenger hunt, Easter Bunny encounter, story time, and craft activities."
"{'date': 'Mar 20, 2024 - Mar 31, 2024', 'description': 'In her newest close-up presentation BRIDGING THE GAP, Billy brings a sophisticated and modern take on traditional magic to make you laugh, mystify you, and leave you astonished.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Liberty Magic 811 Liberty Ave Pittsburgh, PA 15222', 'more_details': ""You may know Billy Kidd as the host of Discovery Channel's Breaking Magic, Syfy's Wizard Wars, Penn & Teller's Fool Us, or maybe as a regular on the CW's Masters of Illusion. Based outside London she has entertained thousands of people on five continents. Billy is the founder of Krowd Keepers, Bath, England's very own weekly magic theatre rated the #1 entertainment venue for four years running. Billy is regarded as one of the preeminent sleight of hand and close up magicians."", 'event_name': 'Billy Kidd in Bridging the Gap'}",Billy Kidd's Bridging the Gap event features his unique blend of traditional magic and modern sophistication.
"{'date': 'Mar 16, 2024 - Mar 21, 2024 | 7:30 pm - 9:30 pm', 'description': 'Hardcore kid delinquent Otto (Emilio Estevez) learns the ropes of car repossession from Helping Hands Acceptance Corporation veteran Bud (Harry Dean Stanton) in Alex Cox’s cult comedy', 'category': 'Film & Movies', 'venue': 'Harris Theater 809 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Hardcore kid delinquent Otto (Emilio Estevez) learns the ropes of car repossession from Helping Hands Acceptance Corporation veteran Bud (Harry Dean Stanton) in Alex Cox’s cult comedy, which puts the duo on the trail of a 1964 Chevy Malibu driven by nuclear physicist Fox Harris, a quarry they learn the feds are also pursuing, for incredible, extraterrestrial reasons. Featuring a soundtrack filled with punk standards—including a title song by Iggy Pop— Repo Man sets its scene in a strip mall SoCal environment of mindless consumption, exactly the sort dead-end environment that punk was reacting against. “Set in a scuzzy sci-fi nowhere… a world inhabited by dazed sociopaths—soreheads, deadbeats, and rusted-out punkers.”—Pauline Kael, The New Yorker Directed by Alex Cox 1984 | USA | English language | DCP Rated R', 'event_name': 'Repo Man (1984)'}","Repo Man (1984) is a cult comedy film directed by Alex Cox, featuring Emilio Estevez as a hardcore kid delinquent learning car repossession from veteran Bud in a strip mall SoCal environment."
"{'date': 'Mar 15, 2024 - Mar 17, 2024', 'description': 'The unwavering force of an artist of today', 'category': 'Arts + Culture,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Rautavaara : Cantus Arcticus , ""Concerto for Birds and Orchestra"" Bernstein: Serenade (after Plato\'s \'Symposium\') for Violin and Orchestra Sibelius: Symphony No. 5 The cool of the Arctic Circle meets the warmth of Ancient Greece in this colorful program led by the debut of Dalia Stasevska. This trailblazing conductor and unwavering activist will take the listener on a profound musical journey. Hear the chirping of artic birds in Rautavaara’s concerto featuring recordings of nature’s vocalists alongside one of Sibelius’ best-known symphonies, showcasing his Scandanavian roots. Bernstein also takes the wisdom of Plato and translates his ancient dialogue into a conversation between violin and orchestra, featuring violinist James Ehnes.', 'event_name': 'Bernstein and Sibelius'}","A concert featuring music by Rautavaara, Bernstein, and Sibelius, exploring themes of nature and ancient philosophy."
